Title	URL	Abstract views	PDF views	Original submission	Current submission
The dark side of theoretical ecology	http://biorxiv.org/content/early/2015/01/07/008813	213	51	2014_09_4	2015_01_07
Olfactory receptors are sensitive to molecular volume of odorants	http://biorxiv.org/content/early/2015/01/06/013516	588	185	2015_01_06	2015_01_06
Secondary contact and local adaptation contribute to genome-wide patterns of clinal variation in Drosophila melanogaster	http://biorxiv.org/content/early/2015/01/06/009084	467	262	2014_09_13	2015_01_06
Widespread localisation of long noncoding RNAs to ribosomes: Distinguishing features and evidence for regulatory roles.	http://biorxiv.org/content/early/2015/01/06/013508	341	208	2015_01_06	2015_01_06
Neurospora heterokaryons with complementary duplications and deficiencies in their constituent nuclei provide an approach to identify nucleus-limited genes.	http://biorxiv.org/content/early/2015/01/06/013482	156	9	2015_01_06	2015_01_06
Epidemiological and evolutionary analysis of the 2014 Ebola virus outbreak	http://biorxiv.org/content/early/2015/01/05/011171.1	550	205	2015_01_5	2015_01_05
When Less is More: "Slicing" Sequencing Data Improves Read Decoding Accuracy and De Novo Assembly Quality	http://biorxiv.org/content/early/2015/01/03/013425	865	105	2015_01_03	2015_01_03
Animal Models of Epilepsy: Legacies and New Directions	http://biorxiv.org/content/early/2015/01/03/013136	165	69	2015_01_03	2015_01_03
Shadow enhancers enable Hunchback bifunctionality in the Drosophila embryo	http://biorxiv.org/content/early/2015/01/03/007922	233	45	2014_08_13	2015_01_03
Design and strain selection criteria for bacterial communication networks	http://biorxiv.org/content/early/2015/01/02/013383	187	27	2015_01_02	2015_01_02
From deep TLS validation to ensembles of atomic models built from elemental motions	http://biorxiv.org/content/early/2015/01/02/012930	358	30	2015_01_02	2015_01_02
Predicting X-ray Diffuse Scattering from Translation Libration Screw Structural Ensembles	http://biorxiv.org/content/early/2015/01/02/012955	404	60	2015_01_02	2015_01_02
Too packed to change: site-specific substitution rates and side-chain packing in protein evolution	http://biorxiv.org/content/early/2014/12/30/013359	163	12	2014_12_30	2014_12_30
The neural correlates of consciousness in sleep: a no-task, within-state paradigm	http://biorxiv.org/content/early/2014/12/30/012443	89	20	2014_12_30	2014_12_30
Practice of Cardiac Auscultation:Clinical perspectives and its implications on computer aided diagnosis	http://biorxiv.org/content/early/2014/12/30/013334	72	12	2014_12_30	2014_12_30
A nested parallel experiment demonstrates differences in intensity-dependence between RNA-seq and microarrays	http://biorxiv.org/content/early/2014/12/30/013342	392	34	2014_12_30	2014_12_30
Reconstructing gene content in the last common ancestor of cellular life: is it possible, should it be done, and are we making any progress?	http://biorxiv.org/content/early/2014/12/29/013326	311	41	2014_12_29	2014_12_29
High-resolution genomic surveillance of 2014 ebolavirus using shared subclonal variants	http://biorxiv.org/content/early/2014/12/29/013318	154	25	2014_12_29	2014_12_29
A FISH-based chromosome map for the European corn borers yields insights into ancient chromosomal fusions in the silkworm.	http://biorxiv.org/content/early/2014/12/27/013284	178	11	2014_12_27	2014_12_27
Sperm should evolve to make female meiosis fair.	http://biorxiv.org/content/early/2014/12/26/005363	519	169	2014_07_28	2014_12_26
Accounting for experimental noise reveals that mRNA levels, amplified by post-transcriptional processes, largely determine steady-state protein levels in yeast	http://biorxiv.org/content/early/2014/12/26/009472	382	125	2014_09_21	2014_12_26
DNA-guided establishment of canonical nucleosome patterns in a eukaryotic genome	http://biorxiv.org/content/early/2014/12/26/013250	379	45	2014_12_26	2014_12_26
RAX2: genome-wide detection of condition-associated transcription variation	http://biorxiv.org/content/early/2014/12/24/013201	250	23	2014_12_24	2014_12_24
A Comprehensive Assessment of Somatic Mutation Calling in Cancer Genomes	http://biorxiv.org/content/early/2014/12/24/012997	401	61	2014_12_24	2014_12_24
Public good diffusion limits microbial mutualism	http://biorxiv.org/content/early/2014/12/23/013144	163	8	2014_12_23	2014_12_23
The Neural Marketplace: I. General Formalism and Linear Theory	http://biorxiv.org/content/early/2014/12/23/013185	219	28	2014_12_23	2014_12_23
The role of TORC1 in muscle development in Drosophila.	http://biorxiv.org/content/early/2014/12/23/010991	225	27	2014_11_2	2014_12_23
Direct gamete sequencing reveals no evidence for segregation distortion in house mouse hybrids	http://biorxiv.org/content/early/2014/12/23/008672	512	95	2014_09_2	2014_12_23
Flies Infected by Zombie Fungi in an Urban Fragment	http://biorxiv.org/content/early/2014/12/23/011742	142	21	2014_11_26	2014_12_23
ENVIRONMENTS and EOL: identification of Environment Ontology terms in text and the annotation of the Encyclopedia of Life	http://biorxiv.org/content/early/2014/12/23/011403	221	49	2014_11_13	2014_12_23
Pollen feeding proteomics: salivary proteins of the passion flower butterfly, Heliconius melpomene	http://biorxiv.org/content/early/2014/12/22/013128	141	9	2014_12_22	2014_12_22
Quantifying cellular capacity to identify gene expression designs with reduced burden	http://biorxiv.org/content/early/2014/12/22/013110	227	50	2014_12_22	2014_12_22
Bacterial diversity along a 2 600 km river continuum	http://biorxiv.org/content/early/2014/12/22/010041	337	41	2014_10_20	2014_12_22
The evolutionarily stable distribution of fitness effects	http://biorxiv.org/content/early/2014/12/22/013052	312	74	2014_12_22	2014_12_22
Stimulus set meaningfulness and neurophysiological differentiation: a functional magnetic resonance imaging study	http://biorxiv.org/content/early/2014/12/22/013078	128	28	2014_12_22	2014_12_22
Real-world Interaction Networks Buffer Impact of Small Evolutionary Shifts On Biodiversity	http://biorxiv.org/content/early/2014/12/22/013086	194	13	2014_12_22	2014_12_22
Highly-efficient Cas9-mediated transcriptional programming	http://biorxiv.org/content/early/2014/12/20/012880	1203	313	2014_12_20	2014_12_20
FORGE : A tool to discover cell specific enrichments of GWAS associated SNPs in regulatory regions.	http://biorxiv.org/content/early/2014/12/20/013045	629	123	2014_12_20	2014_12_20
Phytophthora infestans RXLR-WY effector AVR3a associates with a Dynamin-Related Protein involved in endocytosis of a plant pattern recognition receptor	http://biorxiv.org/content/early/2014/12/19/012963	749	143	2014_12_19	2014_12_19
Imperfect drug penetration leads to spatial monotherapy and rapid evolution of multi-drug resistance	http://biorxiv.org/content/early/2014/12/19/013003	398	64	2014_12_19	2014_12_19
E. coli OxyS non-coding RNA does not trigger RNAi in C. elegans	http://biorxiv.org/content/early/2014/12/19/013029	162	15	2014_12_19	2014_12_19
Using Bayesian multilevel whole-genome regression models for partial pooling of estimation sets in genomic prediction	http://biorxiv.org/content/early/2014/12/19/012971	289	33	2014_12_19	2014_12_19
Expansion of the HSFY gene family in pig lineages	http://biorxiv.org/content/early/2014/12/19/012906	154	11	2014_12_19	2014_12_19
The pig X and Y chromosomes: structure, sequence and evolution	http://biorxiv.org/content/early/2014/12/19/012914	225	37	2014_12_19	2014_12_19
A biophysical approach to predicting protein-DNA binding energetics	http://biorxiv.org/content/early/2014/12/17/012864	185	27	2014_12_17	2014_12_17
Common binding by redundant group B Sox proteins is evolutionarily conserved in Drosophila	http://biorxiv.org/content/early/2014/12/17/012872	421	31	2014_12_17	2014_12_17
Natural selection constrains neutral diversity across a wide range of species.	http://biorxiv.org/content/early/2014/12/17/006122	592	211	2014_06_9	2014_12_17
Can the site-frequency spectrum distinguish exponential population growth from multiple-merger coalescents?	http://biorxiv.org/content/early/2014/12/16/007690	254	60	2014_08_6	2014_12_16
Origin and cross-century dynamics of an avian hybrid zone	http://biorxiv.org/content/early/2014/12/16/012856	243	45	2014_12_16	2014_12_16
Estimation of erythrocyte surface area in mammals	http://biorxiv.org/content/early/2014/12/16/012815	78	5	2014_12_16	2014_12_16
Modeling and quantifying frequency-dependent fitness in microbial populations with cross-feeding interactions	http://biorxiv.org/content/early/2014/12/16/012807	364	79	2014_12_16	2014_12_16
HISAT: Hierarchical Indexing for Spliced Alignment of Transcripts	http://biorxiv.org/content/early/2014/12/15/012591	2377	338	2014_12_12	2014_12_15
Biological Organization, Biological Information, and Knowledge	http://biorxiv.org/content/early/2014/12/15/012617	177	51	2014_12_15	2014_12_15
Tissue-specific cancer paradox and mutation rates	http://biorxiv.org/content/early/2014/12/15/012658	128	68	2014_12_15	2014_12_15
Connecting people and ideas from around the world: global innovation platforms for next-generation ecology and beyond	http://biorxiv.org/content/early/2014/12/14/012666	348	26	2014_12_14	2014_12_14
Exact solutions of linear reaction-diffusion processes on a uniformly growing domain: Criteria for successful colonization	http://biorxiv.org/content/early/2014/12/13/011122	112	28	2014_11_6	2014_12_13
The utility of visual estimation in the rapid assessment of grass abundance for studies of foraging	http://biorxiv.org/content/early/2014/12/13/012716	146	6	2014_12_13	2014_12_13
Integrative Analysis of Transcriptome Variation in Uterine Carcinosarcoma and Comparison to Sarcoma and Endometrial Carcinoma	http://biorxiv.org/content/early/2014/12/13/012708	162	25	2014_12_13	2014_12_13
More Signal, Less Noise: Single-primer Adenylation Method (SAM) for the Efficient Preparation of DNA for Transposon Sequencing (TnSeq)	http://biorxiv.org/content/early/2014/12/13/012732	250	43	2014_12_13	2014_12_13
Model checking to assess T-helper cell plasticity	http://biorxiv.org/content/early/2014/12/12/012641	139	29	2014_12_12	2014_12_12
Polyester: simulating RNA-seq datasets with differential transcript expression	http://biorxiv.org/content/early/2014/12/12/006015	602	142	2014_06_6	2014_12_12
The Avian RNAseq Consortium: a community effort to annotate the chicken genome	http://biorxiv.org/content/early/2014/12/12/012559	433	103	2014_12_12	2014_12_12
Mouse conventional dendritic cells can be universally classified based on the mutually exclusive expression of XCR1 and SIRPα	http://biorxiv.org/content/early/2014/12/12/012567	113	19	2014_12_12	2014_12_12
Genome-wide Ultrabithorax binding analysis reveals highly targeted genomic loci at developmental regulators and a potential connection to Polycomb-mediated regulation	http://biorxiv.org/content/early/2014/12/12/012609	427	81	2014_12_12	2014_12_12
Heterogeneous Network Edge Prediction: A Data Integration Approach to Prioritize Disease-Associated Genes	http://biorxiv.org/content/early/2014/12/11/011569	541	52	2014_12_11	2014_12_11
Reconstruction of Gene Regulatory Networks based on Repairing Sparse Low-rank Matrices	http://biorxiv.org/content/early/2014/12/11/012534	188	45	2014_12_11	2014_12_11
Widespread polycistronic transcripts in mushroom-forming fungi revealed by single-molecule long-read mRNA sequencing	http://biorxiv.org/content/early/2014/12/11/012542	601	57	2014_12_11	2014_12_11
DISSECT: an assignment-free Bayesian discovery method for species delimitation under the multispecies coalescent	http://biorxiv.org/content/early/2014/12/11/003178	295	133	2014_03_3	2014_12_11
Bridging psychology and genetics using large-scale spatial analysis of neuroimaging and neurogenetic data	http://biorxiv.org/content/early/2014/12/09/012310	323	90	2014_12_09	2014_12_09
Incorporating pushing in exclusion process models of cell migration	http://biorxiv.org/content/early/2014/12/09/012492	225	29	2014_12_09	2014_12_09
Conserved units of co-expression in bacterial genomes: an evolutionary insight into gene regulation	http://biorxiv.org/content/early/2014/12/09/012526	479	56	2014_12_09	2014_12_09
Host-parasite coevolution in populations of constant and variable size	http://biorxiv.org/content/early/2014/12/09/012435	107	25	2014_12_09	2014_12_09
Joint annotation of chromatin state and chromatin conformation reveals relationships among domain types and identifies domains of cell type-specific expression	http://biorxiv.org/content/early/2014/12/09/009209	432	114	2014_09_16	2014_12_09
Reticulate speciation and adaptive introgression in the Anopheles gambiae species complex	http://biorxiv.org/content/early/2014/12/09/009837	362	311	2014_10_1	2014_12_09
An experimental test of the relationship between melanism and desiccation survival in insects	http://biorxiv.org/content/early/2014/12/09/012369	367	43	2014_12_8	2014_12_09
DensiTree 2: Seeing Trees Through the Forest	http://biorxiv.org/content/early/2014/12/08/012401	348	90	2014_12_08	2014_12_08
Evaluating intra- and inter-individual variation in the human placental transcriptome	http://biorxiv.org/content/early/2014/12/08/012468	273	67	2014_12_08	2014_12_08
Online Self-Report Data for Duchenne Muscular Dystrophy confirms natural history and can be used to assess for therapeutic benefits	http://biorxiv.org/content/early/2014/12/08/012344	116	9	2014_12_08	2014_12_08
From peer-reviewed to peer-reproduced: a role for data standards, models and computational workflows in scholarly publishing	http://biorxiv.org/content/early/2014/12/08/011973	110	28	2014_12_08	2014_12_08
QuASAR: Quantitative Allele Specific Analysis of Reads	http://biorxiv.org/content/early/2014/12/05/007492	397	73	2014_08_3	2014_12_05
Which genetic variants in DNase I sensitive regions are functional?	http://biorxiv.org/content/early/2014/12/05/007559	334	72	2014_07_29	2014_12_05
The genomic signature of social interactions regulating honey bee caste development	http://biorxiv.org/content/early/2014/12/05/012385	238	64	2014_12_05	2014_12_05
Genetic relateness of Haemophilus parasuis among reference strains and Chinese epidemic isolates	http://biorxiv.org/content/early/2014/12/05/012393	135	17	2014_12_05	2014_12_05
SpeedSeq: Ultra-fast personal genome analysis and interpretation	http://biorxiv.org/content/early/2014/12/05/012179	1336	393	2014_12_4	2014_12_05
Revealing missing isoforms encoded in the human genome by integrating genomic, transcriptomic and proteomic data	http://biorxiv.org/content/early/2014/12/05/012112	524	106	2014_12_4	2014_12_05
Comparative analysis of principal components can be misleading	http://biorxiv.org/content/early/2014/12/05/007369	577	171	2014_07_22	2014_12_05
Structured dynamics of neural activity across developing neocortex	http://biorxiv.org/content/early/2014/12/05/012237	247	97	2014_12_05	2014_12_05
Likelihood Estimation with Incomplete Array Variate Observations	http://biorxiv.org/content/early/2014/12/05/012278	173	23	2014_12_05	2014_12_05
Networks that learn the precise timing of event sequences	http://biorxiv.org/content/early/2014/12/04/012195	199	36	2014_12_04	2014_12_04
When to use Quantile Normalization?	http://biorxiv.org/content/early/2014/12/04/012203	887	240	2014_12_04	2014_12_04
Searching and Indexing Genomic Databases via Kernelization	http://biorxiv.org/content/early/2014/12/04/012161	280	195	2014_12_04	2014_12_04
Global geographic patterns of sexual size dimorphism in birds: Support for a latitudinal trend?	http://biorxiv.org/content/early/2014/12/04/012138	223	46	2014_12_04	2014_12_04
A mechanistic model of the S-shaped population growth	http://biorxiv.org/content/early/2014/12/03/012104	142	32	2014_12_03	2014_12_03
Natural Variation in Preparation for Nutrient Depletion Reveals a Cost-Benefit Tradeoff	http://biorxiv.org/content/early/2014/12/03/011148	218	57	2014_12_03	2014_12_03
Detecting the anomaly zone in species trees and evidence for a misleading signal in higher-level skink phylogeny (Squamata: Scincidae).	http://biorxiv.org/content/early/2014/12/03/012096	358	116	2014_12_03	2014_12_03
Stochasticity and negative feedback lead to pulsed dynamics and distinct gene activity patterns	http://biorxiv.org/content/early/2014/12/03/011734	250	54	2014_12_03	2014_12_03
Explicit modeling of ancestry improves polygenic risk scores and BLUP prediction	http://biorxiv.org/content/early/2014/12/03/012005	255	90	2014_12_03	2014_12_03
Choosing an appropriate modelling framework for analysing multispecies co-culture cell biology experiments	http://biorxiv.org/content/early/2014/12/02/008318	99	9	2014_08_21	2014_12_02
The infant airway microbiome in health and disease impacts later asthma development	http://biorxiv.org/content/early/2014/12/02/012070	631	114	2014_12_02	2014_12_02
Activation of dorsal raphe serotonergic neurons promotes persistent waiting independently of reinforcing effects	http://biorxiv.org/content/early/2014/12/01/012062	231	87	2014_12_01	2014_12_01
Bet-hedging, seasons and the evolution of behavioral diversity in Drosophila	http://biorxiv.org/content/early/2014/11/30/012021	209	23	2014_11_30	2014_11_30
NODE DETECTION USING HIGH-DIMENSIONAL FUZZY PARCELLATION APPLIED TO THE INSULAR CORTEX	http://biorxiv.org/content/early/2014/11/29/011999	66	0	2014_11_29	2014_11_29
msCentipede: Modeling heterogeneity across genomic sites improves accuracy in the inference of transcription factor binding	http://biorxiv.org/content/early/2014/11/29/012013	268	39	2014_11_29	2014_11_29
Division of Labor: A Democratic Approach to Understanding Manual Asymmetries in Non-Human Primates	http://biorxiv.org/content/early/2014/11/29/011908	83	0	2014_11_29	2014_11_29
An Integrated Modelling Framework for the Forest-based Bioeconomy	http://biorxiv.org/content/early/2014/11/29/011932	66	17	2014_11_29	2014_11_29
Estimating the effects of water-induced shallow landslides on soil erosion	http://biorxiv.org/content/early/2014/11/29/011965	59	26	2014_11_29	2014_11_29
Flexible methods for estimating genetic distances from nucleotide data	http://biorxiv.org/content/early/2014/11/28/004184	311	94	2014_04_14	2014_11_28
Reveel: large-scale population genotyping using low-coverage sequencing data	http://biorxiv.org/content/early/2014/11/28/011882	457	51	2014_11_27	2014_11_28
Demographic inference using genetic data from a single individual: separating population size variation from population structure	http://biorxiv.org/content/early/2014/11/26/011866	272	56	2014_11_26	2014_11_26
On the scope and limitations of baker's yeast as a model organism for studying human tissue-specific pathways	http://biorxiv.org/content/early/2014/11/26/011858	166	26	2014_11_26	2014_11_26
Social communication in mice – Are there optimal cage conditions?	http://biorxiv.org/content/early/2014/11/26/011783	111	9	2014_11_26	2014_11_26
FlexAID: Revisiting docking on non native-complex structures	http://biorxiv.org/content/early/2014/11/26/011791	161	16	2014_11_26	2014_11_26
Recent Y chromosome divergence despite ancient origin of dioecy in poplars (Populus)	http://biorxiv.org/content/early/2014/11/26/011817	107	11	2014_11_26	2014_11_26
CNVkit: Copy number detection and visualization for targeted sequencing using off-target reads	http://biorxiv.org/content/early/2014/11/25/010876	438	65	2014_10_29	2014_11_25
Spider web DNA: a new spin on noninvasive genetics of predator and prey	http://biorxiv.org/content/early/2014/11/25/011775	582	77	2014_11_25	2014_11_25
Detecting patterns of species diversification in the presence of both rate shifts and mass extinctions	http://biorxiv.org/content/early/2014/11/24/004572	102	10	2014_04_25	2014_11_24
Mixture models reveal multiple positional bias types in RNA-Seq data and lead to accurate transcript concentration estimates	http://biorxiv.org/content/early/2014/11/24/011767	524	66	2014_11_24	2014_11_24
Genetic landscape of populations along the Silk Road: admixture and migration patterns	http://biorxiv.org/content/early/2014/11/24/011759	429	257	2014_11_24	2014_11_24
DNA Denaturing through UV-C Photon Dissipation: A Possible Route to Archean Non-enzymatic Replication	http://biorxiv.org/content/early/2014/11/24/009126	103	8	2014_09_16	2014_11_24
Cell-Line Annotation on Europe PubMed Central	http://biorxiv.org/content/early/2014/11/24/011700	357	50	2014_11_20	2014_11_24
Chromatin Loops as Allosteric Modulators of Enhancer-Promoter Interactions	http://biorxiv.org/content/early/2014/11/24/003087	143	21	2014_02_26	2014_11_24
A systematic simulation of the effect of salicylic acid on sphingolipid metabolism	http://biorxiv.org/content/early/2014/11/23/011676	114	27	2014_11_20	2014_11_23
CLASS: Accurate and Efficient Splice Variant Annotation from RNA-seq Reads	http://biorxiv.org/content/early/2014/11/20/011718	430	150	2014_11_20	2014_11_20
Estimating the temporal and spatial extent of gene flow among sympatric lizard populations (genus Sceloporus) in the southern Mexican highlands	http://biorxiv.org/content/early/2014/11/20/008623	163	58	2014_09_2	2014_11_20
A novel computational approach for genome-wide prediction of small RNAs in bacteria	http://biorxiv.org/content/early/2014/11/19/011668	245	39	2014_11_19	2014_11_19
Distinct regulatory modules identified in the promoters of wheat Glu-1 genes suggest different regulatory mechanisms	http://biorxiv.org/content/early/2014/11/19/011635	95	12	2014_11_19	2014_11_19
FusionCatcher - a tool for finding somatic fusion genes in paired-end RNA-sequencing data	http://biorxiv.org/content/early/2014/11/19/011650	715	76	2014_11_19	2014_11_19
Increased evolutionary rate in the 2014 West African Ebola outbreak is due to transient polymorphism and not positive selection	http://biorxiv.org/content/early/2014/11/19/011429	1904	622	2014_11_14	2014_11_19
Accounting for eXentricities: Analysis of the X chromosome in GWAS reveals X-linked genes implicated in autoimmune diseases	http://biorxiv.org/content/early/2014/11/19/009464	292	97	2014_09_21	2014_11_19
Triticeae resources in Ensembl Plants	http://biorxiv.org/content/early/2014/11/18/011585	171	31	2014_11_18	2014_11_18
Expansion load: recessive mutations and the role of standing genetic variation	http://biorxiv.org/content/early/2014/11/18/011593	513	97	2014_11_18	2014_11_18
Phenotypic Convergence in Bacterial Adaptive Evolution to Ethanol Stress	http://biorxiv.org/content/early/2014/11/18/011577	144	44	2014_11_18	2014_11_18
Relationship between protein thermodynamic constraints and variation of evolutionary rates among sites	http://biorxiv.org/content/early/2014/11/18/009423	260	86	2014_09_19	2014_11_18
Full-genome evolutionary histories of selfing, splitting and selection in Caenorhabditis	http://biorxiv.org/content/early/2014/11/18/011502	643	135	2014_11_17	2014_11_18
Polymerase ζ activity is linked to replication timing in humans: evidence from mutational signatures	http://biorxiv.org/content/early/2014/11/17/011494	263	54	2014_11_17	2014_11_17
The impact of comorbidity of intellectual disability on estimates of autism prevalence among children enrolled in US special education	http://biorxiv.org/content/early/2014/11/17/011528	365	66	2014_11_17	2014_11_17
Gene discovery and functional assessment of rare copy-number variants in neurodevelopmental disorders	http://biorxiv.org/content/early/2014/11/17/011510	291	72	2014_11_17	2014_11_17
Moderated estimation of fold change and dispersion for RNA-seq data with DESeq2	http://biorxiv.org/content/early/2014/11/17/002832	931	275	2014_05_27	2014_11_17
A robust statistical framework for reconstructing genomes from metagenomic data	http://biorxiv.org/content/early/2014/11/15/011460	865	186	2014_11_15	2014_11_15
How Well Can We Detect Shifts in Rates of Lineage Diversification? A Simulation Study of Sequential AIC Methods	http://biorxiv.org/content/early/2014/11/15/011452	448	146	2014_11_15	2014_11_15
Circumstantial Evidence? Comparison of Statistical Learning Methods using Functional Annotations for Prioritizing Risk Variants	http://biorxiv.org/content/early/2014/11/14/011445	405	121	2014_11_14	2014_11_14
Bayesian analyses of Yemeni mitochondrial genomes suggest multiple migration events with Africa and Western Eurasia	http://biorxiv.org/content/early/2014/11/14/010629	302	73	2014_11_13	2014_11_14
R/qtlcharts: interactive graphics for quantitative trait locus mapping	http://biorxiv.org/content/early/2014/11/14/011437	596	186	2014_11_14	2014_11_14
MUSiCC: A marker genes based framework for metagenomic normalization and accurate profiling of gene abundances in the microbiome.	http://biorxiv.org/content/early/2014/11/14/009407	303	62	2014_09_19	2014_11_14
V genes in rodents from whole genome sequencing data	http://biorxiv.org/content/early/2014/11/14/011387	151	13	2014_11_14	2014_11_14
Recognition and identification of species in the Bombus lucorum-complex - A review and outlook	http://biorxiv.org/content/early/2014/11/13/011379	99	27	2014_11_13	2014_11_13
Sequence and primer independent stochastic heterogeneity in PCR amplification efficiency revealed by single molecule barcoding	http://biorxiv.org/content/early/2014/11/13/011411	209	73	2014_11_13	2014_11_13
Modelling reactions catalysed by carbohydrate-active enzymes	http://biorxiv.org/content/early/2014/11/12/008615	125	30	2014_10_21	2014_11_12
Accurate Identification of Active Transcriptional Regulatory Elements from Global Run-On and Sequencing Data	http://biorxiv.org/content/early/2014/11/12/011353	866	189	2014_11_12	2014_11_12
Mapping a viral phylogeny onto outbreak trees to improve host transmission inference	http://biorxiv.org/content/early/2014/11/11/010389	389	75	2014_11_11	2014_11_11
Abnormal X Chromosome Inactivation in Females with Major Psychiatric Disorders	http://biorxiv.org/content/early/2014/11/10/009555	201	33	2014_09_23	2014_11_10
CGMD: An integrated database of Cancer Genes and Markers	http://biorxiv.org/content/early/2014/11/10/011262	579	114	2014_11_10	2014_11_10
A Consistent Estimator of the Evolutionary Rate	http://biorxiv.org/content/early/2014/11/10/008714	186	34	2014_09_2	2014_11_10
Long-term balancing selection in LAD1 maintains a missense trans-species polymorphism in humans, chimpanzees and bonobos	http://biorxiv.org/content/early/2014/11/10/006684	221	42	2014_06_27	2014_11_10
Ovarian embryonal rhabdomyosarcoma is a rare manifestation of the DICER1 syndrome	http://biorxiv.org/content/early/2014/11/10/011304	137	18	2014_11_10	2014_11_10
Phylogenetic confidence intervals for the optimal trait value	http://biorxiv.org/content/early/2014/11/10/005314	123	22	2014_05_19	2014_11_10
Quantifying the effects of anagenetic and cladogenetic evolution	http://biorxiv.org/content/early/2014/11/10/005561	95	17	2014_05_28	2014_11_10
Modes of interaction between individuals dominate the topologies of real world networks	http://biorxiv.org/content/early/2014/11/10/011288	240	26	2014_11_10	2014_11_10
Where's the noise? Key features of neuronal variability and inference emerge from self-organized learning	http://biorxiv.org/content/early/2014/11/10/011296	284	89	2014_11_10	2014_11_10
A multivariate genome-wide association analysis of 10 LDL subfractions, and their response to statin treatment, in 1868 Caucasians	http://biorxiv.org/content/early/2014/11/09/011270	234	66	2014_11_09	2014_11_09
A Hidden Markov Model for Investigating Recent Positive Selection through Haplotype Structure	http://biorxiv.org/content/early/2014/11/08/011247	416	185	2014_11_08	2014_11_08
Tools and Methods from the Anopheles 16 Genome Project	http://biorxiv.org/content/early/2014/11/07/011205	389	86	2014_11_07	2014_11_07
WASP: allele-specific software for robust discovery of molecular quantitative trait loci	http://biorxiv.org/content/early/2014/11/07/011221	887	264	2014_11_07	2014_11_07
Bemovi, software for extracting BEhaviour and MOrphology from VIdeos.	http://biorxiv.org/content/early/2014/11/07/011072	297	87	2014_11_07	2014_11_07
What to compare and how: comparative transcriptomics for Evo-Devo	http://biorxiv.org/content/early/2014/11/07/011213	432	131	2014_11_07	2014_11_07
Annotating RNA motifs in sequences and alignments	http://biorxiv.org/content/early/2014/11/06/011197	569	94	2014_11_06	2014_11_06
Resolving microbial microdiversity with high accuracy full length 16S rRNA Illumina sequencing	http://biorxiv.org/content/early/2014/11/06/010967	1405	480	2014_11_06	2014_11_06
Identifying highly-penetrant disease causal mutations using next generation sequencing: Guide to whole process	http://biorxiv.org/content/early/2014/11/06/011130	536	136	2014_11_06	2014_11_06
TACC3-ch-TOG track the growing tips of microtubules independently of clathrin and Aurora-A phosphorylation	http://biorxiv.org/content/early/2014/11/04/008359.1	209	31	2014_11_4	2014_11_04
GC-content evolution in bacterial genomes: the biased gene conversion hypothesis expands.	http://biorxiv.org/content/early/2014/11/04/011023	582	99	2014_11_04	2014_11_04
Systematic Imaging Reveals Features of Localized mRNAs and Their Changing Subcellular Destinations in Development	http://biorxiv.org/content/early/2014/11/04/008938	505	144	2014_09_9	2014_11_04
Phenotypic heterogeneity implements a game theoretic mixed strategy in a clonal microbial population	http://biorxiv.org/content/early/2014/11/03/011049	235	80	2014_11_03	2014_11_03
Reverse enGENEering of regulatory networks from Big Data: a guide for a biologist	http://biorxiv.org/content/early/2014/11/03/011056	351	114	2014_11_03	2014_11_03
Production of systemically circulating Hedgehog by the intestine couples nutrition to growth and development	http://biorxiv.org/content/early/2014/11/03/002626	162	19	2014_07_29	2014_11_03
Frequently Asked Questions for: The Atoms of Neural Computation	http://biorxiv.org/content/early/2014/10/31/010983	39	25	2014_10_31	2014_10_31
Analyses of Eurasian wild and domestic pig genomes reveals long-term gene-flow during domestication	http://biorxiv.org/content/early/2014/10/31/010959	84	12	2014_10_31	2014_10_31
Establishing the characteristics of an effective pharmacogenetic test for clozapine induced agranulocytosis	http://biorxiv.org/content/early/2014/10/31/010900	20	5	2014_10_31	2014_10_31
Model adequacy and the macroevolution of angiosperm functional traits	http://biorxiv.org/content/early/2014/10/31/004002	742	334	2014_04_7	2014_10_31
Arousal and locomotion make distinct contributions to cortical activity patterns and visual encoding	http://biorxiv.org/content/early/2014/10/30/010751	165	56	2014_10_30	2014_10_30
Comparative genomics reveals the origins and diversity of arthropod immune systems	http://biorxiv.org/content/early/2014/10/30/010942	153	23	2014_10_30	2014_10_30
When is selection effective?	http://biorxiv.org/content/early/2014/10/30/010934	369	89	2014_10_30	2014_10_30
Enhanced Transcriptome Maps from Multiple Mouse Tissues Reveal Evolutionary Constraint in Gene Expression for Thousands of Genes	http://biorxiv.org/content/early/2014/10/30/010884	314	60	2014_10_30	2014_10_30
Genome-wide comparative analysis reveals human- mouse regulatory landscape and evolution	http://biorxiv.org/content/early/2014/10/30/010926	255	41	2014_10_30	2014_10_30
Landscape and evolutionary dynamics of terminal-repeat retrotransposons in miniature (TRIMs) in 48 whole plant genomes	http://biorxiv.org/content/early/2014/10/29/010850	162	26	2014_10_29	2014_10_29
Application of the radial distribution function for quantitative analysis of neuropil microstructure in stratum radiatum of CA1 region in hippocampus.	http://biorxiv.org/content/early/2014/10/29/003863	89	36	2014_04_8	2014_10_29
Settlement, growth and survival of eastern oysters on alternative reef substrates	http://biorxiv.org/content/early/2014/10/28/010793	116	38	2014_10_28	2014_10_28
Introns structure patterns of variation in nucleotide composition in Arabidopsis thaliana and rice protein-coding genes	http://biorxiv.org/content/early/2014/10/28/010819	160	15	2014_10_28	2014_10_28
